1, private, deeper_dark:amethyst_mines, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
608, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
609, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
610, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
611, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
612, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
613, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
614, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
615, extreme_hills, minecraft:frozen_peaks, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
616, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
617, extreme_hills, minecraft:frozen_peaks, CREATURE, mozombies_wave:survivor, 5, 1, 4
618, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
619, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
620, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
621, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
622, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
623, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 20, 4, 4
624, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
625, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
626, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
627, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
628, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
629, river, minecraft:frozen_river, MONSTER, minecraft:stray, 80, 4, 4
630, river, minecraft:frozen_river, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
631, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
632, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
633, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
634, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
635, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
636, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
637, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
638, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
639, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
640, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
641, river, minecraft:frozen_river, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
642, river, minecraft:frozen_river, CREATURE, mozombies_wave:survivor, 5, 1, 4
643, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
644, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
645, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
646, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
647, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
648, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
649, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
650, forest, minecraft:grove, MONSTER, minecraft:skeleton, 20, 4, 4
651, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
652, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
653, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
654, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
655, forest, minecraft:grove, MONSTER, minecraft:stray, 80, 4, 4
656, forest, minecraft:grove, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
657, forest, minecraft:grove, MONSTER, hwg:merc, 5, 1, 2
658, forest, minecraft:grove, MONSTER, hwg:spy, 5, 1, 2
659, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
660, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
661, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
662, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
663, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
664, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
665, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
666, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
667, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
668, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
669, forest, minecraft:grove, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
670, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
671, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
672, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
673, forest, minecraft:grove, CREATURE, minecraft:cow, 8, 4, 4
674, forest, minecraft:grove, CREATURE, minecraft:wolf, 8, 4, 4
675, forest, minecraft:grove, CREATURE, minecraft:rabbit, 5, 2, 3
676, forest, minecraft:grove, CREATURE, minecraft:fox, 8, 2, 4
677, forest, minecraft:grove, CREATURE, mozombies_wave:survivor, 5, 1, 4
678, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
679, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
680, private, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
681, private, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
682, private, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
683, private, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
684, private, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
685, private, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
686, private, minecraft:ice_spikes, MONSTER, minecraft:enderman, 10, 1, 4
687, private, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
688, private, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
689, private, minecraft:ice_spikes, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
690, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
691, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
692, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
693, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
694, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
695, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
696, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
697, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
698, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
699, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
700, private, minecraft:ice_spikes, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
701, private, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
702, private, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
703, private, minecraft:ice_spikes, CREATURE, mozombies_wave:survivor, 5, 1, 4
704, private, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
705, private, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
706, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
707, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
708, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
709, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
710, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 80, 4, 4
711, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
712, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 10, 1, 4
713, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
714, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
715, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
716, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
717, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
718, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
719, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
720, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
721, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
722, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
723, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
724, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
725, extreme_hills, minecraft:jagged_peaks, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
726, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 5, 1, 3
727, extreme_hills, minecraft:jagged_peaks, CREATURE, mozombies_wave:survivor, 5, 1, 4
728, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
729, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
730, jungle, minecraft:jungle, MONSTER, minecraft:spider, 20, 4, 4
731, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
732, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
733, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
734, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
735, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
736, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
737, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
738, jungle, minecraft:jungle, MONSTER, minecraft:cave_spider, 80, 4, 4
739, jungle, minecraft:jungle, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
740, jungle, minecraft:jungle, MONSTER, hwg:merc, 5, 1, 2
741, jungle, minecraft:jungle, MONSTER, skeletalremains:overgrownskeleton, 50, 1, 2
742, jungle, minecraft:jungle, MONSTER, hwg:spy, 5, 1, 2
743, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
744, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
745, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
746, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
747, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
748, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
749, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
750, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
751, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
752, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
753, jungle, minecraft:jungle, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
754, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
755, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
756, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
757, jungle, minecraft:jungle, CREATURE, minecraft:cow, 8, 4, 4
758, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
759, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
760, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
761, jungle, minecraft:jungle, CREATURE, minecraft:ocelot, 5, 1, 3
762, jungle, minecraft:jungle, CREATURE, mozombies_wave:survivor, 5, 1, 4
763, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
764, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
765, jungle, minecraft:jungle, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
766, jungle, minecraft:jungle, WATER_AMBIENT, minecraft:tropical_fish, 15, 6, 8
767, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
768, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
769, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
770, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
771, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
772, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
773, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
774, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
775, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
776, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
777, ocean, minecraft:lukewarm_ocean, MONSTER, skeletalremains:sunkenskeleton, 50, 1, 2
778, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
779, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
780, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
781, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
782, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
783, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
784, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
785, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
786, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
787, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
788, ocean, minecraft:lukewarm_ocean, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
789, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
790, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
791, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
792, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
793, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:miraid_hallucination, 5, 1, 1
794, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
795, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
796, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
797, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
798, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
799, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
800, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
801, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
802, private, minecraft:lush_caves, MONSTER, minecraft:spider, 20, 4, 4
803, private, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
804, private, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
805, private, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
806, private, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
807, private, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
808, private, minecraft:lush_caves, MONSTER, minecraft:enderman, 10, 1, 4
809, private, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
810, private, minecraft:lush_caves, MONSTER, minecraft:cave_spider, 80, 4, 4
811, private, minecraft:lush_caves, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
812, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
813, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
814, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
815, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
816, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
817, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
818, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
819, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
820, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
821, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
822, private, minecraft:lush_caves, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
823, private, minecraft:lush_caves, CREATURE, mozombies_wave:survivor, 5, 1, 4
824, private, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
825, private, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
826, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
827, private, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
828, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
829, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 19, 4, 4
830, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
831, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
832, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
833, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
834, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 10, 1, 4
835, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 10, 1, 1
836, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 5, 1, 1
837, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:drowned, 80, 4, 4
838, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
839, swamp, minecraft:mangrove_swamp, MONSTER, skeletalremains:swampedskeleton, 70, 1, 3
840, swamp, minecraft:mangrove_swamp, MONSTER, skeletalremains:swampedskeleton, 70, 1, 3
841, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
842, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
843, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
844, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
845, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
846, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
847, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
848, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
849, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
850, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
851, swamp, minecraft:mangrove_swamp, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
852, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
853, swamp, minecraft:mangrove_swamp, CREATURE, mozombies_wave:survivor, 5, 1, 4
854, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
855, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
856, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
857, plains, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
858, plains, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
859, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
860, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
861, plains, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
862, plains, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
863, plains, minecraft:meadow, MONSTER, minecraft:enderman, 10, 1, 4
864, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
865, plains, minecraft:meadow, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
866, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
867, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
868, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
869, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
870, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
871, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
872, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
873, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
874, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
875, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
876, plains, minecraft:meadow, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
877, plains, minecraft:meadow, CREATURE, minecraft:donkey, 5, 1, 2
878, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 5, 2, 6
879, plains, minecraft:meadow, CREATURE, minecraft:sheep, 5, 2, 4
880, plains, minecraft:meadow, CREATURE, mozombies_wave:survivor, 5, 1, 4
881, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
882, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
883, private, apocalypse_overwrite:modern_city, MONSTER, minecraft:zombie, 80, 4, 4
884, private, apocalypse_overwrite:modern_city, MONSTER, minecraft:zombie_villager, 50, 1, 1
885, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
886, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
887, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
888, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
889, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
890, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
891, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
892, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
893, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
894, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
895, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
896, private, apocalypse_overwrite:modern_city, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
897, private, apocalypse_overwrite:modern_city, CREATURE, mozombies_wave:survivor, 5, 1, 4
898, private, apocalypse_overwrite:modern_city, AMBIENT, minecraft:bat, 10, 8, 8
899, private, apocalypse_overwrite:modern_city, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
900, private, apocalypse_overwrite:modern_country, MONSTER, minecraft:zombie, 80, 4, 4
901, private, apocalypse_overwrite:modern_country, MONSTER, minecraft:zombie_villager, 50, 1, 1
902, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
903, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
904, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
905, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
906, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
907, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
908, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
909, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
910, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
911, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
912, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
913, private, apocalypse_overwrite:modern_country, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
914, private, apocalypse_overwrite:modern_country, CREATURE, mozombies_wave:survivor, 5, 1, 4
